age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,loan_amount,term_months,interest_rate,channel,product_type,default_12m,pd_model,applicant_id,recent_bankruptcy,approved_A,approved_B,strategy_group,approved_AB,expected_loss,interest_income,profit
69,76189.17,6,670.0,0.269,0.459,0,18491.68,36,5.09,Branch,Personal Loan,0,0.1562433273045994,8122,0,1,1,A,1,0.0,2219.0016,2219.0016
56,75660.47,16,815.0,0.49,0.342,0,17257.33,60,5.0,Online,Debt Consolidation,0,0.0894554292079323,16229,0,0,1,B,1,0.0,2070.8796,2070.8796
26,66175.78,7,711.0,0.325,0.801,0,15449.0,36,5.43,Branch,Debt Consolidation,1,0.1783409447693029,2559,0,1,1,B,1,9269.4,1853.8799999999999,-7415.5199999999995
53,89931.6,0,682.0,0.39,0.181,0,17145.57,60,16.06,Online,Auto Refi,0,0.4240906189588457,10901,1,0,0,B,0,0.0,2057.4683999999997,0.0
35,84377.74,24,618.0,0.334,0.259,1,22313.66,36,13.52,Online,Debt Consolidation,1,0.430272788129722,18754,0,0,0,A,0,13388.196,2677.6392,0.0
29,69611.41,12,751.0,0.323,0.512,1,7016.92,36,5.0,Branch,Personal Loan,0,0.1380148038314776,1073,0,1,1,B,1,0.0,842.0304,842.0304
44,84659.91,20,585.0,0.384,0.427,1,14560.91,60,20.5,Online,Debt Consolidation,0,0.5796984078013658,15959,0,0,0,A,0,0.0,1747.3092,0.0
52,88142.82,7,780.0,0.217,0.677,1,24567.94,36,5.0,Online,Auto Refi,0,0.0960011991313412,18402,0,1,1,A,1,0.0,2948.1528,2948.1528
58,35382.0,12,631.0,0.247,0.272,0,4762.44,60,6.46,Partner,Personal Loan,0,0.2348839184126328,8556,0,0,0,B,0,0.0,571.4927999999999,0.0
23,78642.16,2,656.0,0.309,0.353,1,7631.39,36,9.86,Branch,Personal Loan,0,0.3253624675318538,13956,0,1,0,B,0,0.0,915.7668,0.0
48,78287.7,24,640.0,0.401,0.48,0,11824.04,36,10.26,Partner,Personal Loan,0,0.3510748413779028,15737,0,0,0,A,0,0.0,1418.8848,0.0
62,64166.63,5,764.0,0.229,0.472,0,16589.82,36,5.0,Branch,Personal Loan,0,0.0892154817111702,11501,0,1,1,A,1,0.0,1990.7784,1990.7784
66,62283.71,15,546.0,0.198,0.643,0,15073.24,36,18.69,Online,Auto Refi,1,0.5396687443650574,13402,0,0,0,B,0,9043.944,1808.7887999999998,0.0
67,41649.86,19,645.0,0.312,0.98,2,14800.62,36,23.17,Online,Debt Consolidation,1,0.7204839097243749,13865,0,0,0,B,0,8880.372,1776.0744,0.0
45,52796.07,7,595.0,0.425,0.659,0,18529.75,60,18.02,Branch,Personal Loan,0,0.5226855344243262,11683,0,0,0,B,0,0.0,2223.5699999999997,0.0
28,88600.54,15,680.0,0.503,0.398,1,23316.0,36,11.59,Online,Auto Refi,1,0.4018090810199891,13162,0,0,0,A,0,13989.6,2797.92,0.0
26,33723.39,0,650.0,0.227,0.337,0,24430.59,36,5.16,Online,Debt Consolidation,0,0.1570688569779387,7848,0,1,1,A,1,0.0,2931.6708,2931.6708
34,85576.96,3,759.0,0.535,0.16,2,16569.52,60,6.19,Online,Personal Loan,0,0.2468701413382623,17274,0,0,0,A,0,0.0,1988.3424,0.0
57,40455.22,21,679.0,0.194,0.52,1,27156.65,36,7.2,Online,Personal Loan,0,0.2521236448987524,13185,0,1,0,A,1,0.0,3258.7980000000002,3258.7980000000002
51,89572.69,15,719.0,0.593,0.317,1,3918.04,60,8.41,Partner,Personal Loan,1,0.3867033713653899,17027,0,0,0,A,0,2350.824,470.16479999999996,0.0
68,43421.78,21,680.0,0.44,0.472,1,18363.17,60,11.15,Online,Auto Refi,0,0.3447221720742491,18122,0,0,0,A,0,0.0,2203.5804,0.0
43,81444.05,7,689.0,0.199,0.713,0,14529.59,36,5.0,Branch,Personal Loan,0,0.1498144501536119,5533,0,1,1,B,1,0.0,1743.5508,1743.5508
46,109886.87,19,767.0,0.268,0.687,0,18068.15,36,5.0,Branch,Personal Loan,0,0.0873927820918908,18632,0,1,1,A,1,0.0,2168.178,2168.178
54,58740.88,8,645.0,0.52,0.448,0,20929.89,60,25.0,Online,Personal Loan,1,0.8132879510116853,3256,1,0,0,A,0,12557.934,2511.5868,0.0
57,87417.62,12,745.0,0.05,0.505,0,7130.15,36,5.0,Online,Debt Consolidation,0,0.0879750728613343,1626,0,1,1,A,1,0.0,855.6179999999999,855.6179999999999
21,58938.56,11,765.0,0.27,0.688,0,6753.57,60,5.0,Online,Personal Loan,0,0.0654455584689856,11362,0,1,1,B,1,0.0,810.4283999999999,810.4283999999999
30,83886.46,7,700.0,0.364,0.656,0,14718.2,36,5.68,Online,Debt Consolidation,1,0.175073161537907,5748,0,1,1,A,1,8830.92,1766.184,-7064.736
46,95916.16,9,830.0,0.482,0.0,0,3449.4,36,5.0,Online,Personal Loan,0,0.051496984882301,11562,0,0,1,A,0,0.0,413.928,0.0
46,60837.53,24,717.0,0.22,0.588,0,18323.38,36,5.0,Online,Personal Loan,0,0.1372218822536453,1094,0,1,1,B,1,0.0,2198.8056,2198.8056
32,80344.03,19,829.0,0.264,0.417,0,22003.14,36,5.0,Online,Personal Loan,1,0.0551013166488167,3477,0,1,1,A,1,13201.884,2640.3768,-10561.5072
27,48598.51,16,607.0,0.33,0.702,0,12167.89,60,15.11,Partner,Personal Loan,0,0.5410318392734714,11304,0,0,0,A,0,0.0,1460.1468,0.0
33,77118.46,21,631.0,0.059,0.516,2,12855.48,36,13.93,Branch,Personal Loan,1,0.3855547651377307,13187,0,0,0,A,0,7713.288,1542.6576,0.0
58,82471.91,13,605.0,0.428,0.544,0,7261.18,60,15.58,Online,Personal Loan,0,0.4474062378785757,4672,0,0,0,A,0,0.0,871.3416,0.0
41,82393.39,17,767.0,0.271,0.334,0,6818.53,36,5.0,Online,Personal Loan,0,0.0666788169725148,16430,0,1,1,A,1,0.0,818.2235999999999,818.2235999999999
31,46665.82,13,644.0,0.34,0.426,0,10141.9,36,8.18,Online,Personal Loan,0,0.2764630193536618,17718,0,1,0,B,0,0.0,1217.028,0.0
28,77357.82,4,709.0,0.355,0.358,0,12605.75,36,5.0,Branch,Auto Refi,0,0.141095123388964,8820,0,1,1,B,1,0.0,1512.69,1512.69
36,77678.04,5,654.0,0.226,0.153,1,4730.53,60,6.72,Online,Personal Loan,1,0.2255420339365675,5112,0,1,0,B,0,2838.3179999999998,567.6636,0.0
52,125581.86,18,668.0,0.378,0.468,0,12605.41,36,7.01,Partner,Personal Loan,0,0.1331535603051983,1793,0,1,1,A,1,0.0,1512.6491999999998,1512.6491999999998
51,59350.28,15,726.0,0.362,0.546,0,15904.3,36,5.0,Branch,Personal Loan,0,0.1375964741948026,8078,0,1,1,A,1,0.0,1908.5159999999998,1908.5159999999998
33,71671.69,9,717.0,0.477,0.205,0,8506.13,36,5.0,Online,Personal Loan,0,0.1427427085796374,10595,0,0,1,A,0,0.0,1020.7355999999999,0.0
63,90015.0,10,768.0,0.219,0.335,2,31195.93,60,5.0,Partner,Auto Refi,0,0.1339001348239565,13012,0,0,1,B,1,0.0,3743.5116,3743.5116
62,40701.21,24,589.0,0.192,0.48,1,10644.16,60,16.46,Online,Debt Consolidation,0,0.5635139026167357,3060,0,0,0,A,0,0.0,1277.2992,0.0
68,54757.39,16,707.0,0.285,0.0,0,12005.48,36,5.0,Online,Personal Loan,0,0.1000129392367199,13427,0,1,1,A,1,0.0,1440.6576,1440.6576
38,88191.8,12,639.0,0.25,0.453,0,16559.92,60,7.34,Partner,Personal Loan,1,0.2421584447101441,308,0,0,0,B,0,9935.952,1987.1903999999997,0.0
68,90857.46,3,620.0,0.335,0.583,1,12009.69,60,17.22,Online,Personal Loan,1,0.4968465837284697,12249,0,0,0,A,0,7205.814,1441.1628,0.0
24,31769.52,23,733.0,0.093,0.246,1,36720.11,36,5.0,Online,Auto Refi,0,0.4852879438234379,10822,0,1,0,B,0,0.0,4406.4132,0.0
41,49123.69,23,697.0,0.357,0.191,0,27472.92,36,5.0,Online,Auto Refi,0,0.1992028094793776,7699,0,1,0,B,0,0.0,3296.7503999999994,0.0
53,55273.75,1,541.0,0.34,0.206,0,13167.0,60,17.25,Online,Auto Refi,0,0.5335185313241121,11626,0,0,0,B,0,0.0,1580.04,0.0
58,63321.19,9,678.0,0.424,0.398,0,12790.13,36,6.24,Online,Personal Loan,0,0.2503652685974086,5809,0,0,0,A,0,0.0,1534.8156,0.0
26,56368.75,14,671.0,0.211,0.461,1,18716.96,60,7.69,Online,Personal Loan,0,0.2325823387406585,5470,0,1,0,A,1,0.0,2246.0352,2246.0352
51,69191.79,12,799.0,0.263,0.551,0,25512.35,36,5.0,Branch,Auto Refi,0,0.07941498902775,2482,0,1,1,A,1,0.0,3061.4819999999995,3061.4819999999995
41,57433.55,19,688.0,0.254,0.435,0,12499.4,60,5.0,Branch,Debt Consolidation,0,0.1533941808706018,16717,0,1,1,A,1,0.0,1499.9279999999999,1499.9279999999999
52,53421.57,1,661.0,0.444,0.513,0,11908.69,36,9.3,Partner,Personal Loan,0,0.3579420451540629,4511,0,0,0,A,0,0.0,1429.0428,0.0
34,73438.53,23,690.0,0.27,0.298,0,14935.96,36,5.0,Branch,Auto Refi,0,0.1450090541832924,14805,0,1,1,A,1,0.0,1792.3151999999998,1792.3151999999998
27,53325.56,23,667.0,0.251,0.435,0,7687.86,60,5.0,Online,Personal Loan,0,0.1396291798010597,18831,0,1,1,A,1,0.0,922.5432,922.5432
33,105346.85,14,599.0,0.191,0.555,0,10601.13,36,11.35,Partner,Personal Loan,0,0.4300439052159139,11814,0,0,0,B,0,0.0,1272.1355999999998,0.0
42,64290.59,10,650.0,0.335,0.226,0,13054.46,36,5.83,Partner,Auto Refi,0,0.1888323294720344,13257,0,1,0,A,1,0.0,1566.5351999999998,1566.5351999999998
48,103216.22,13,786.0,0.439,0.289,0,21803.29,60,7.02,Online,Auto Refi,1,0.323441825498512,13659,1,0,0,B,0,13081.974,2616.3948,0.0
43,71784.41,8,582.0,0.297,0.749,0,9591.83,36,17.87,Online,Personal Loan,0,0.5345201567800728,502,0,0,0,A,0,0.0,1151.0195999999999,0.0
60,72108.1,1,794.0,0.468,0.603,1,22579.96,60,5.0,Partner,Personal Loan,1,0.1101988758430573,12949,0,0,1,A,0,13547.975999999999,2709.5951999999997,0.0
36,85204.24,6,733.0,0.347,0.823,0,15538.83,60,5.0,Online,Debt Consolidation,1,0.1170188218636047,8085,0,1,1,A,1,9323.297999999999,1864.6596,-7458.638399999999
44,69594.47,0,580.0,0.28,0.228,1,10405.38,36,16.46,Online,Auto Refi,1,0.5279791423345529,11436,0,0,0,B,0,6243.227999999999,1248.6455999999998,0.0
57,79807.93,21,751.0,0.49,0.542,0,12429.9,36,5.0,Partner,Personal Loan,1,0.1335189955893742,3194,0,0,1,B,1,7457.94,1491.588,-5966.352
50,81107.32,5,560.0,0.275,0.576,0,18725.22,36,17.93,Online,Debt Consolidation,1,0.5674984040753733,11023,0,0,0,B,0,11235.132,2247.0264,0.0
43,48270.3,6,620.0,0.226,0.0,0,22865.59,60,5.0,Branch,Personal Loan,0,0.1389768828295596,15929,0,0,1,B,1,0.0,2743.8707999999997,2743.8707999999997
49,61786.27,7,588.0,0.219,0.354,0,21120.29,60,10.88,Online,Debt Consolidation,0,0.3676622689794673,1208,0,0,0,A,0,0.0,2534.4348,0.0
54,64837.48,4,713.0,0.434,0.654,0,10336.07,36,5.61,Branch,Auto Refi,0,0.1822442664235068,15319,0,0,0,B,0,0.0,1240.3283999999999,0.0
23,81801.54,20,770.0,0.379,0.466,0,14204.32,60,9.21,Partner,Auto Refi,1,0.2909354484699192,11284,1,0,0,A,0,8522.591999999999,1704.5184,0.0
65,66875.73,14,785.0,0.334,0.21,2,27497.49,36,5.0,Online,Auto Refi,0,0.0996327843312277,14412,0,0,1,A,0,0.0,3299.6988,0.0
26,55699.34,24,699.0,0.21,0.395,1,10934.86,36,5.0,Branch,Personal Loan,0,0.1702235967659321,4443,0,1,1,B,1,0.0,1312.1832,1312.1832
28,82751.51,15,598.0,0.347,0.198,0,17091.33,60,10.65,Online,Debt Consolidation,0,0.3624563014820522,10557,0,0,0,B,0,0.0,2050.9596,0.0
36,68084.99,15,785.0,0.234,0.567,0,4859.07,60,5.0,Online,Auto Refi,0,0.0798814526585326,9168,0,1,1,B,1,0.0,583.0884,583.0884
35,83041.16,13,759.0,0.475,0.491,0,7277.04,36,5.0,Online,Personal Loan,0,0.1029594425690541,6110,0,0,1,B,1,0.0,873.2447999999999,873.2447999999999
65,87207.31,2,609.0,0.375,0.526,0,27216.77,36,25.0,Branch,Debt Consolidation,1,0.7333277494130798,19222,1,0,0,B,0,16330.062,3266.0124,0.0
33,43413.94,21,604.0,0.336,0.325,0,13237.6,36,11.15,Online,Personal Loan,0,0.3715034096161405,1670,0,0,0,B,0,0.0,1588.512,0.0
38,83271.62,24,683.0,0.141,0.648,1,16384.83,36,7.12,Branch,Debt Consolidation,0,0.2277740351859788,4783,0,1,0,B,0,0.0,1966.1796000000002,0.0
38,69275.43,22,518.0,0.133,0.303,0,11439.19,36,16.58,Online,Personal Loan,1,0.4233204916766171,10253,0,0,0,B,0,6863.514,1372.7028,0.0
35,104664.84,12,667.0,0.341,0.677,0,18472.52,60,8.39,Partner,Personal Loan,0,0.2992284930104933,11353,0,1,0,A,1,0.0,2216.7024,2216.7024
55,62408.82,10,830.0,0.417,0.377,0,16124.0,60,5.0,Branch,Auto Refi,0,0.0449440859159087,15871,0,0,1,B,1,0.0,1934.8799999999999,1934.8799999999999
24,42641.41,8,555.0,0.333,0.128,2,23991.07,36,24.16,Branch,Auto Refi,1,0.5287110157884783,7207,0,0,0,B,0,14394.642,2878.9284,0.0
51,39598.93,2,781.0,0.424,0.905,1,9001.46,36,5.38,Branch,Personal Loan,0,0.2444523675088772,3247,0,0,0,A,0,0.0,1080.1752,0.0
66,60257.42,1,649.0,0.504,0.145,0,18924.88,36,7.88,Online,Personal Loan,0,0.2914086843501682,17468,0,0,0,B,0,0.0,2270.9856,0.0
51,43122.01,13,706.0,0.308,0.33,0,11879.52,60,5.0,Online,Personal Loan,1,0.1535983766940604,3934,0,1,1,A,1,7127.712,1425.5424,-5702.1696
67,86307.16,17,830.0,0.295,0.0,2,13207.35,60,5.0,Online,Personal Loan,0,0.0474329996891358,18442,0,0,1,A,0,0.0,1584.882,0.0
35,79942.76,1,694.0,0.484,0.526,0,16981.07,60,6.96,Partner,Auto Refi,0,0.2500715098594785,10137,0,0,0,B,0,0.0,2037.7284,0.0
33,79500.67,2,597.0,0.325,0.644,0,6117.27,60,15.43,Online,Personal Loan,0,0.4925067775627143,14553,0,0,0,A,0,0.0,734.0724,0.0
59,97160.61,18,666.0,0.396,0.515,0,26341.68,36,7.94,Online,Debt Consolidation,0,0.259734308401687,158,0,1,0,A,1,0.0,3161.0016,3161.0016
45,20000.0,21,756.0,0.401,0.837,0,17953.04,36,5.0,Online,Personal Loan,0,0.1080347179164347,18709,0,0,1,A,0,0.0,2154.3648,0.0
62,70015.56,1,731.0,0.164,0.347,0,29753.27,36,5.0,Online,Debt Consolidation,0,0.1047070703972609,9172,0,1,1,A,1,0.0,3570.3923999999997,3570.3923999999997
28,70585.48,13,713.0,0.559,0.264,0,19157.96,36,5.0,Partner,Personal Loan,0,0.1659305508234829,3941,0,0,1,B,1,0.0,2298.9552,2298.9552
25,74847.18,13,758.0,0.508,0.261,0,18732.64,60,5.0,Online,Debt Consolidation,1,0.1118708542376402,2178,0,0,1,A,0,11239.583999999999,2247.9168,0.0
61,130344.4,2,796.0,0.435,0.274,0,20964.52,36,5.0,Branch,Personal Loan,0,0.0401397912009573,7934,0,0,1,B,1,0.0,2515.7424,2515.7424
34,89624.47,15,636.0,0.241,0.207,0,23880.92,36,5.37,Branch,Debt Consolidation,0,0.1656136246409339,9729,0,0,1,A,0,0.0,2865.7103999999995,0.0
52,83040.58,7,753.0,0.402,0.245,0,21160.1,36,5.0,Online,Personal Loan,0,0.0955066980601326,9799,0,0,1,A,0,0.0,2539.2119999999995,0.0
29,54984.21,1,757.0,0.396,0.447,0,16085.11,36,5.0,Online,Auto Refi,0,0.0945238946171974,8614,0,1,1,A,1,0.0,1930.2132,1930.2132
56,42323.04,7,707.0,0.465,0.38,0,16493.65,36,5.0,Online,Debt Consolidation,0,0.1471602758713421,12625,0,0,1,A,0,0.0,1979.238,0.0
52,22112.37,1,661.0,0.558,0.445,0,23852.94,36,10.68,Online,Personal Loan,1,0.4544437405866486,13419,0,0,0,B,0,14311.764,2862.3527999999997,0.0
64,57378.75,19,643.0,0.354,0.74,1,12333.71,36,16.76,Branch,Auto Refi,1,0.5052587810160563,5904,0,1,0,B,0,7400.225999999999,1480.0451999999998,0.0
65,84226.08,24,763.0,0.25,0.442,0,39679.83,36,5.0,Partner,Personal Loan,0,0.111713913141026,15625,0,1,1,A,1,0.0,4761.5796,4761.5796
36,76089.58,11,631.0,0.392,0.55,0,12846.18,36,11.84,Branch,Personal Loan,0,0.3905892336150745,19860,0,0,0,A,0,0.0,1541.5416,0.0
53,80279.0,21,682.0,0.389,0.376,0,17405.41,60,5.25,Partner,Auto Refi,0,0.1825673032501167,7387,0,1,0,B,0,0.0,2088.6492,0.0
35,47850.01,23,717.0,0.37,0.98,2,20232.22,36,16.1,Branch,Auto Refi,1,0.5309299278353014,12771,0,0,0,A,0,12139.332,2427.8664,0.0
48,37945.99,21,693.0,0.183,0.232,0,12185.27,36,5.0,Online,Auto Refi,0,0.156002967993026,2772,0,1,1,A,1,0.0,1462.2324,1462.2324
26,34822.93,19,567.0,0.22,0.077,0,15807.28,60,10.21,Partner,Debt Consolidation,1,0.2856768532090423,16425,0,0,0,A,0,9484.368,1896.8736,0.0
49,110037.8,15,789.0,0.416,0.409,0,13802.71,60,5.0,Online,Debt Consolidation,0,0.0878230506575347,7281,0,0,1,B,1,0.0,1656.3251999999998,1656.3251999999998
68,49538.66,17,776.0,0.38,0.314,1,27310.41,36,5.0,Partner,Personal Loan,0,0.0806086404902719,13929,0,1,1,B,1,0.0,3277.2491999999997,3277.2491999999997
48,49567.13,1,728.0,0.383,0.778,0,19158.0,60,5.0,Online,Auto Refi,1,0.1204444771223484,16608,0,1,1,B,1,11494.8,2298.96,-9195.84
43,84883.39,9,578.0,0.41,0.785,1,21411.45,36,25.0,Online,Debt Consolidation,1,0.8184893988501335,10313,0,0,0,A,0,12846.87,2569.374,0.0
31,72177.8,1,649.0,0.295,0.292,0,8078.91,36,5.87,Online,Auto Refi,0,0.1837394703431667,5254,0,1,0,A,1,0.0,969.4692,969.4692
25,77862.23,10,669.0,0.181,0.278,1,17638.75,60,5.76,Partner,Personal Loan,0,0.1647804937599077,9821,0,1,1,B,1,0.0,2116.65,2116.65
47,39447.76,17,686.0,0.158,0.318,0,2000.0,60,5.0,Online,Personal Loan,0,0.1420233557221314,6723,0,1,1,B,1,0.0,240.0,240.0
42,61140.46,14,825.0,0.259,0.557,0,15999.72,36,5.0,Partner,Personal Loan,0,0.0436418125087572,1989,0,1,1,B,1,0.0,1919.9663999999998,1919.9663999999998
26,69924.84,12,617.0,0.245,0.452,1,11882.95,60,13.96,Branch,Debt Consolidation,0,0.4115921381309158,7047,0,0,0,B,0,0.0,1425.954,0.0
22,75816.05,5,723.0,0.521,0.481,0,13656.78,36,5.0,Online,Auto Refi,0,0.1986672716383168,1363,0,0,0,A,0,0.0,1638.8136,0.0
50,40192.32,20,728.0,0.206,0.468,0,12727.34,60,5.0,Online,Personal Loan,0,0.132097271945836,15269,0,1,1,B,1,0.0,1527.2808,1527.2808
25,64231.31,13,639.0,0.42,0.217,0,15834.54,36,8.1,Online,Auto Refi,0,0.2918153457594578,1368,0,0,0,A,0,0.0,1900.1448,0.0
50,56942.63,4,642.0,0.285,0.721,0,8573.92,36,10.41,Branch,Personal Loan,0,0.3247158454038124,11235,0,1,0,B,0,0.0,1028.8704,0.0
41,52446.45,0,684.0,0.288,0.796,0,13117.6,60,7.03,Branch,Personal Loan,0,0.2344670208196077,17210,0,1,0,A,1,0.0,1574.112,1574.112
32,69372.35,7,649.0,0.348,0.747,0,17076.75,60,11.09,Partner,Auto Refi,1,0.383042773002181,6249,0,1,0,B,0,10246.05,2049.21,0.0
66,75073.36,12,593.0,0.275,0.701,0,12548.28,60,15.48,Online,Debt Consolidation,1,0.4715829159580559,15673,0,0,0,B,0,7528.968,1505.7936,0.0
39,44913.08,16,695.0,0.423,0.455,0,11855.24,60,5.35,Online,Auto Refi,0,0.2033614346711062,4611,0,0,0,B,0,0.0,1422.6288,0.0
21,59685.22,3,718.0,0.175,0.622,1,8753.25,36,5.0,Partner,Personal Loan,0,0.1555173712689558,15708,0,1,1,B,1,0.0,1050.3899999999999,1050.3899999999999
41,59046.98,18,697.0,0.05,0.532,0,12378.74,36,11.27,Branch,Debt Consolidation,1,0.3085942625571855,11220,1,0,0,A,0,7427.244,1485.4488,0.0
67,74355.31,10,674.0,0.206,0.444,0,13953.72,60,5.0,Branch,Debt Consolidation,1,0.1492184686302202,6667,0,1,1,B,1,8372.232,1674.4463999999998,-6697.7856
35,86151.13,2,830.0,0.15,0.14,0,25386.87,36,5.0,Online,Debt Consolidation,0,0.0375518754941229,16557,0,1,1,A,1,0.0,3046.4244,3046.4244
55,68311.65,22,729.0,0.413,0.296,3,9204.58,36,12.42,Online,Auto Refi,0,0.3940433581677964,6019,0,0,0,A,0,0.0,1104.5496,0.0
45,93608.35,0,703.0,0.311,0.653,0,12247.42,60,5.0,Branch,Personal Loan,0,0.1450979764817668,7042,0,1,1,A,1,0.0,1469.6904,1469.6904
51,73916.82,8,797.0,0.17,0.831,1,23254.62,36,5.0,Online,Personal Loan,0,0.1237528720371747,12254,0,1,1,A,1,0.0,2790.5544,2790.5544
22,46045.75,20,778.0,0.058,0.672,1,16062.94,60,5.0,Branch,Auto Refi,1,0.0923714592868024,50,0,1,1,B,1,9637.764,1927.5528,-7710.2112
58,60715.07,0,761.0,0.237,0.555,0,21327.76,36,5.0,Online,Debt Consolidation,0,0.0764024191661224,12172,0,1,1,A,1,0.0,2559.3311999999996,2559.3311999999996
46,53592.0,11,738.0,0.295,0.445,0,13554.64,36,5.0,Online,Debt Consolidation,0,0.0979506267126234,18662,0,1,1,A,1,0.0,1626.5567999999998,1626.5567999999998
37,31169.52,6,725.0,0.393,0.423,1,12865.69,36,5.59,Online,Personal Loan,0,0.1860277821462708,15557,0,1,0,A,1,0.0,1543.8828,1543.8828
46,84124.91,10,756.0,0.278,0.253,1,11747.34,36,5.0,Online,Debt Consolidation,0,0.1259218360734676,12530,0,1,1,B,1,0.0,1409.6807999999999,1409.6807999999999
50,88325.25,3,774.0,0.365,0.142,0,12368.93,36,5.0,Branch,Auto Refi,0,0.0719342233656665,10552,0,1,1,B,1,0.0,1484.2716,1484.2716
57,71925.2,22,580.0,0.448,0.467,0,10527.87,36,18.1,Online,Auto Refi,0,0.5004530624334547,4420,0,0,0,B,0,0.0,1263.3444,0.0
42,75360.39,0,679.0,0.275,0.475,0,21023.19,60,5.0,Branch,Auto Refi,1,0.1437855840965927,7297,0,1,1,B,1,12613.913999999999,2522.7828,-10091.1312
38,34469.28,16,758.0,0.318,0.537,0,29880.58,60,5.0,Branch,Auto Refi,0,0.0935427491310196,7235,0,1,1,A,1,0.0,3585.6696,3585.6696
39,67822.57,24,713.0,0.504,0.468,0,15454.46,60,5.21,Online,Debt Consolidation,0,0.2282247752919686,5951,0,0,0,A,0,0.0,1854.5351999999998,0.0
51,37462.06,2,736.0,0.321,0.825,0,21589.71,36,5.0,Online,Auto Refi,1,0.1131231005519743,76,0,1,1,B,1,12953.826,2590.7652,-10363.0608
66,84854.78,19,624.0,0.239,0.734,0,14728.85,60,11.49,Online,Personal Loan,0,0.3418851193649845,19421,0,0,0,A,0,0.0,1767.462,0.0
41,83278.1,8,616.0,0.209,0.186,0,19873.63,60,6.37,Partner,Debt Consolidation,1,0.221291887513048,15881,0,0,0,A,0,11924.178,2384.8356,0.0
58,76541.61,21,673.0,0.2,0.623,0,5124.4,60,5.18,Online,Auto Refi,0,0.1863460216128509,18456,0,1,0,A,1,0.0,614.9279999999999,614.9279999999999
42,65501.83,2,756.0,0.114,0.462,0,6100.21,60,5.0,Online,Personal Loan,0,0.0836410615672609,10430,0,1,1,B,1,0.0,732.0251999999999,732.0251999999999
37,101964.4,23,655.0,0.198,0.328,0,13929.56,36,5.0,Partner,Debt Consolidation,0,0.1520074365004434,7167,0,1,1,B,1,0.0,1671.5472,1671.5472
23,78023.86,3,665.0,0.357,0.391,0,10530.09,36,6.3,Online,Personal Loan,0,0.2248615687931493,3003,0,1,0,A,1,0.0,1263.6108,1263.6108
62,70833.54,12,790.0,0.39,0.574,0,25192.73,60,5.0,Branch,Debt Consolidation,0,0.0870973232031709,10465,0,1,1,B,1,0.0,3023.1276,3023.1276
37,53164.13,21,708.0,0.362,0.539,0,4807.71,36,5.0,Online,Personal Loan,0,0.1388617085101164,4488,0,1,1,B,1,0.0,576.9252,576.9252
52,94533.84,2,688.0,0.152,0.58,0,14951.21,36,5.0,Online,Debt Consolidation,0,0.1682101835585216,15138,0,1,1,B,1,0.0,1794.1452,1794.1452
63,67974.45,5,722.0,0.28,0.085,0,9725.67,36,5.0,Online,Personal Loan,0,0.1056325570005796,1184,0,1,1,B,1,0.0,1167.0804,1167.0804
36,52338.64,13,812.0,0.296,0.302,1,13726.88,60,5.0,Branch,Auto Refi,0,0.0842605449137744,16063,0,1,1,B,1,0.0,1647.2255999999998,1647.2255999999998
57,43492.61,21,513.0,0.248,0.379,0,42158.8,36,20.63,Online,Personal Loan,1,0.526323745035318,9905,0,0,0,A,0,25295.280000000002,5059.0560000000005,0.0
64,75104.69,1,610.0,0.267,0.229,0,15700.35,36,8.25,Online,Debt Consolidation,0,0.2377276949484155,8254,0,0,0,B,0,0.0,1884.042,0.0
38,71856.16,21,689.0,0.157,0.261,0,18978.73,36,5.0,Branch,Debt Consolidation,0,0.1603880417372353,6923,0,1,1,A,1,0.0,2277.4476,2277.4476
48,49705.78,9,811.0,0.389,0.316,0,4044.66,60,5.0,Online,Personal Loan,0,0.057536908720638,8492,0,1,1,A,1,0.0,485.3592,485.3592
52,70558.34,24,781.0,0.138,0.691,0,11614.11,36,6.18,Branch,Personal Loan,1,0.1843870347728497,2824,1,0,0,B,0,6968.466,1393.6932,0.0
50,56085.87,8,674.0,0.309,0.477,0,20935.37,36,5.55,Online,Debt Consolidation,0,0.1910477148111208,11755,0,1,0,A,1,0.0,2512.2443999999996,2512.2443999999996
48,63152.91,24,562.0,0.302,0.263,0,18165.31,36,14.6,Online,Debt Consolidation,0,0.4604167560405043,2130,0,0,0,A,0,0.0,2179.8372,0.0
41,70019.73,15,614.0,0.279,0.226,0,13066.44,36,22.24,Online,Personal Loan,0,0.6027142084114357,8739,1,0,0,A,0,0.0,1567.9728,0.0
42,71521.05,12,555.0,0.545,0.153,0,17106.65,60,19.45,Online,Auto Refi,1,0.5775458502319577,12793,0,0,0,B,0,10263.99,2052.7980000000002,0.0
64,40683.53,15,746.0,0.274,0.582,0,13564.75,36,5.0,Branch,Personal Loan,0,0.0999191302128417,4677,0,1,1,B,1,0.0,1627.77,1627.77
41,54856.5,18,660.0,0.37,0.878,0,22578.48,36,11.77,Branch,Personal Loan,0,0.3913234577183264,2670,0,1,0,A,1,0.0,2709.4175999999998,2709.4175999999998
64,92803.85,5,673.0,0.247,0.98,0,10183.5,36,9.12,Partner,Auto Refi,0,0.3680209649552608,2841,0,1,0,B,0,0.0,1222.02,0.0
